"","SampleID","q5","q6"
"125","125",75,72.0389960953679
"126","126",75,72.0771902889717
"127","127",75,72.1728393185457
"128","128",75,72.180681399383
"129","129",75,72.2535679973488
"130","130",75,72.4713685376189
"131","131",75,72.6291876650699
"132","132",75,72.6746829546748
"133","133",75,72.7366896281048
"134","134",75,72.7948769212598
"135","135",75,72.7996275351991
"136","136",75,72.913719977613
"137","137",75,72.9539771961122
"138","138",75,72.9831143478957
"139","139",75,73.1685381771734
"140","140",75,73.1922332813363
"141","141",75,73.4638346737933
"142","142",75,73.5028423060374
"143","143",75,73.5820731303329
"144","144",75,73.6028369426527
"145","145",75,73.6135804384517
"146","146",75,73.8543783138201
"147","147",75,73.9424061697836
"148","148",75,73.9474973242952
"149","149",75,74.0083262436997
"150","150",75,74.0851632015679
"151","151",75,74.2273543368769
"152","152",75,74.2795485059886
"153","153",75,74.3262058231386
"154","154",75,74.4316441558865
"155","155",75,74.4369590162079
"156","156",75,74.4496683514832
"157","157",75,74.6344670875933
"158","158",75,74.7138259397478
"159","159",75,74.7531137254741
"160","160",75,74.7713080695463
"161","161",75,74.8115481514606
"162","162",75,74.8597795484648
"163","163",75,74.882605706261
"164","164",75,74.9376152422373
"165","165",75,75.0309855356202
"166","166",75,75.0461647172099
"167","167",75,75.0982364347137
"168","168",75,75.1456029124867
"169","169",75,75.1749167821527
"170","170",75,75.3337863644086
"171","171",75,75.3709540935477
"172","172",75,75.3798449794549
"173","173",75,75.420770236483
"174","174",75,75.5734196219241
"175","175",75,75.5775104075051
"176","176",75,75.6201473279053
"177","177",75,75.6872835333623
"178","178",75,75.6995342944911
"179","179",75,75.782945183365
"180","180",75,75.862780642192
"181","181",75,75.9604775477838
"182","182",75,76.0427864051761
"183","183",75,76.0721185206908
"184","184",75,76.0823159378914
"185","185",75,76.1627491555818
"186","186",75,76.2278904703347
"187","187",75,76.2352947084915
"188","188",75,76.3310147754082
"189","189",75,76.3378301331435
"190","190",75,76.4405757040311
"191","191",75,76.4571774740795
"192","192",75,76.4633262276228
"193","193",75,76.5688522642004
"194","194",75,76.6315518775951
"195","195",75,76.6565430086048
"196","196",75,76.8109122684305
"197","197",75,76.8800586479784
"198","198",75,76.9442940052239
"199","199",75,76.9539138821265
"200","200",75,76.9843370850521
"201","201",75,77.138644277259
"202","202",75,77.1858701066193
"203","203",75,77.2117842800131
"204","204",75,77.3767174332501
"205","205",75,77.3872706943134
"206","206",75,77.3972947368829
"207","207",75,77.4059564768647
"208","208",75,77.462413212027
"209","209",75,77.4921392094474
"210","210",75,77.558614366904
"211","211",75,77.6082100492775
"212","212",75,77.684248771716
"213","213",75,77.7216017323074
"214","214",75,77.7480285748525
"215","215",75,77.7532844632546
"216","216",75,77.7589924356017
"217","217",75,77.7979434971646
"218","218",75,77.8228928618857
"219","219",75,77.8622875232638
"220","220",75,77.9830059815246
"221","221",75,78.0414069128288
"222","222",75,78.0424642724953
"223","223",75,78.1109826607167
"224","224",75,78.1606234426729
"225","225",75,78.2003771998665
"226","226",75,78.2807875463532
"227","227",75,78.4280179901087
"228","228",75,78.5747597423729
"229","229",75,78.6457616935404
"230","230",75,78.7094487558226
"231","231",75,78.7258356334257
"232","232",75,78.782158826257
"233","233",75,78.8267545558597
"234","234",75,78.8380768150113
"235","235",75,78.8790741526792
"236","236",75,78.9410852172129
"237","237",75,78.9422669400981
"238","238",75,78.9431366265998
"239","239",75,78.971155666312
"240","240",75,79.0508501665132
"241","241",75,79.1271735160667
"242","242",75,79.1785821890811
"243","243",75,79.328843245648
"244","244",75,79.3872033757253
"245","245",75,79.4151341099122
"246","246",75,79.4506542432245
"247","247",75,79.5521699064898
"248","248",75,79.5915004815137
"249","249",75,79.6566816956113
"250","250",75,79.6614806280895
"251","251",75,79.689622220465
"252","252",75,79.7141120308525
"253","253",75,79.7624769005258
"254","254",75,79.9047235513732
"255","255",75,79.914134057833
"256","256",75,80.0315644264693
"257","257",75,80.0509476942038
"258","258",75,80.2831135431919
"259","259",75,80.3961924168934
"260","260",75,80.4902805048288
"261","261",75,80.5192793515494
"262","262",75,80.6294221302187
"263","263",75,80.6333277507654
"264","264",75,80.6662322335355
"265","265",75,80.6745205297509
"266","266",75,80.7092047920674
"267","267",75,80.7451646823111
"268","268",75,80.9167308824908
"269","269",75,80.9212446448521
"270","270",75,80.9945363997392
"271","271",75,81.0274998751194
"272","272",75,81.1133523208122
"273","273",75,81.1214285512297
"274","274",75,81.1286787637498
"275","275",75,81.152877232862
"276","276",75,81.2120333594158
"277","277",75,81.2993999754485
"278","278",75,81.5127734311736
"279","279",75,81.5184226098972
"280","280",75,81.5433228116447
"281","281",75,81.572752661369
"282","282",75,81.8438743542774
"283","283",75,82.1746051188519
"284","284",75,82.2047464591164
"285","285",75,82.2064810566741
"286","286",75,82.33728406787
"287","287",75,82.3403943020095
"288","288",75,82.3667991023831
"289","289",75,82.4661131788073
"290","290",75,82.4764266619861
"291","291",75,82.4941336819076
"292","292",75,82.4970035295551
"293","293",75,82.5040886975069
"294","294",75,82.5150545537621
"295","295",75,82.6992573196901
"296","296",75,82.8032938853547
"297","297",75,82.9292123955589
"298","298",75,82.9953047596225
"299","299",75,83.0384417051607
"300","300",75,83.0771475332466
"301","301",75,83.0829429535853
"302","302",75,83.1415334689716
"303","303",75,83.1480415535072
"304","304",75,83.1612294437693
"305","305",75,83.2070470869105
"306","306",75,83.2336395865584
"307","307",75,83.2422984421078
"308","308",75,83.352706313702
"309","309",75,83.3659195309395
"310","310",75,83.4530760641691
"311","311",75,83.5004804984024
"312","312",75,83.5026040778172
"313","313",75,83.6136758217959
"314","314",75,83.7728023491901
"315","315",75,83.8972307584188
"316","316",75,83.932248958943
"317","317",75,83.9716898749073
"318","318",75,84.1596783077899
"319","319",75,84.173909251085
"320","320",75,84.2178558922488
"321","321",75,84.3188536040083
"322","322",75,84.4627761286367
"323","323",75,84.5012376680357
"324","324",75,84.5530431956056
"325","325",75,84.6310562231048
"326","326",75,84.6750533648733
"327","327",75,84.7859247474588
"328","328",75,84.7891578568301
"329","329",75,84.7893700404306
"330","330",75,84.7934413550565
"331","331",75,84.8355048802377
"332","332",75,84.8669623312608
"333","333",75,84.9205570102708
"334","334",75,85.0199861227658
"335","335",75,85.0645670411322
"336","336",75,85.0652645219194
"337","337",75,85.0720550434988
"338","338",75,85.1791890789189
"339","339",75,85.2188373732596
"340","340",75,85.2415230329106
"341","341",75,85.2594359816182
"342","342",75,85.2821233221206
"343","343",75,85.355140521999
"344","344",75,85.411407910548
"345","345",75,85.5385377799825
"346","346",75,85.5525639120848
"347","347",75,85.6560232712113
"348","348",75,85.6742462171126
"349","349",75,85.7967530479593
"350","350",75,85.9319215368563
"351","351",75,85.9922557665916
"352","352",75,85.9977500643551
"353","353",75,85.9989070842897
"354","354",75,86.2654475799201
"355","355",75,86.2746043213077
"356","356",75,86.2790371715144
"357","357",75,86.2990884473717
"358","358",75,86.3243556353101
"359","359",75,86.3507472000229
"360","360",75,86.4447719399061
"361","361",75,86.4619061981857
"362","362",75,86.5317628740377
"363","363",75,86.5482954354866
"364","364",75,86.583683379604
"365","365",75,86.7046764214638
"366","366",75,86.7992810113744
"367","367",75,86.9514102258213
"368","368",75,86.9542315863676
"369","369",75,87.0850697430289
"370","370",75,87.1975782960469
"371","371",75,87.2402295710841
"372","372",75,87.2910604024955
"373","373",75,87.3284748251397
"374","374",75,87.335906510213
"375","375",75,87.5002573311702
"376","376",75,87.5932089261199
"377","377",75,87.6299263658994
"378","378",75,87.6666064321734
"379","379",75,87.6770834417259
"380","380",75,87.6805285042369
"381","381",75,87.7230863975053
"382","382",75,87.8837178303387
"383","383",75,87.8977503398848
"384","384",75,87.9443953797996
"385","385",75,88.0138124949573
"386","386",75,88.0505944519329
"387","387",75,88.0976511071678
"388","388",75,88.1176427363779
"389","389",75,88.4069908871017
"390","390",75,88.4758163473911
"391","391",75,88.4759799896621
"392","392",75,88.5269563629429
"393","393",75,88.549955202659
"394","394",75,88.5759493443607
"395","395",75,88.6015190027658
"396","396",75,88.6628305806018
"397","397",75,88.7634993561152
"398","398",75,88.8555669066741
"399","399",75,88.9347860825804
"400","400",75,89.054675251977
"401","401",75,89.0932895463186
"402","402",75,89.1198213648455
"403","403",75,89.1953982201046
"404","404",75,89.2040518975884
"405","405",75,89.2147890605646
"406","406",75,89.2343666280863
"407","407",75,89.2912077728975
"408","408",75,89.3566445311398
"409","409",75,89.4104241211978
"410","410",75,89.4111616215694
"411","411",75,89.474030211107
"412","412",75,89.4759806255997
"413","413",75,89.6065625987265
"414","414",75,89.62682514155
"415","415",75,89.7407706427016
"416","416",75,90.0371645240197
"417","417",75,90.1917800664356
"418","418",75,90.2557768929076
"419","419",75,90.3066561469421
"420","420",75,90.3976730830372
"421","421",75,90.4333000222255
"422","422",75,90.4986684605716
"423","423",75,90.6280561306674
"424","424",75,90.6714927513654
"425","425",75,90.681579124833
"426","426",75,90.7135488882569
"427","427",75,90.7586000483705
"428","428",75,90.8160219139207
"429","429",75,90.9374971747087
"430","430",75,90.9438043811164
"431","431",75,90.9641943825835
"432","432",75,91.1720636893652
"433","433",75,91.2635614350256
"434","434",75,91.3125683840008
"435","435",75,91.4269741060276
"436","436",75,91.4727707828117
"437","437",75,91.5394786762648
"438","438",75,91.5941223506745
"439","439",75,91.6072340342052
"440","440",75,91.8668713291057
"441","441",75,91.8957564162851
"442","442",75,91.9161693254341
"443","443",75,92.0342599294794
"444","444",75,92.1027063139916
"445","445",75,92.1375801440799
"446","446",75,92.21344439391
"447","447",75,92.2337110714102
"448","448",75,92.4388973126972
"449","449",75,92.493372614292
"450","450",75,92.5224715252972
"451","451",75,92.6594286463704
"452","452",75,92.6652891737835
"453","453",75,92.7116219203273
"454","454",75,92.7120545176249
"455","455",75,92.7879770039872
"456","456",75,92.8358723425611
"457","457",75,92.840303731729
"458","458",75,92.9562520533557
"459","459",75,92.9756504056123
"460","460",75,93.0004056536694
"461","461",75,93.0385713501817
"462","462",75,93.0478116204052
"463","463",75,93.0986244072643
"464","464",75,93.1193780929463
"465","465",75,93.1639298675777
"466","466",75,93.2243800699539
"467","467",75,93.2603663241294
"468","468",75,93.3120530550257
"469","469",75,93.3190193272901
"470","470",75,93.3405673494564
"471","471",75,93.3653017089366
"472","472",75,93.3902570995532
"473","473",75,93.3929262190652
"474","474",75,93.4295564118827
"475","475",75,93.6800476157876
"476","476",75,93.7006989631744
"477","477",75,93.7437961921266
"478","478",75,93.8261281636428
"479","479",75,93.89594077696
"480","480",75,93.9100860949375
"481","481",75,93.9916903864254
"482","482",75,94.0369780111131
"483","483",75,94.1154068644489
"484","484",75,94.1466845609788
"485","485",75,94.226784162184
"486","486",75,94.2668818775689
"487","487",75,94.3241715926055
"488","488",75,94.3422954073533
"489","489",75,94.3595450400907
"490","490",75,94.5192512826343
"491","491",75,94.5505595676347
"492","492",75,94.617378124627
"493","493",75,94.755788378534
"494","494",75,94.7743676416724
"495","495",75,94.8777347532302
"496","496",75,94.9634081681922
"497","497",75,94.9759387787502
"498","498",75,94.998936240701
"499","499",75,95.1135086668455
"500","500",75,95.2081230446093
"501","501",75,95.2453787745853
"502","502",75,95.2920079687641
"503","503",75,95.343939383033
"504","504",75,95.3743147100422
"505","505",75,95.3782596119479
"506","506",75,95.4020075938896
"507","507",75,95.57850229259
"508","508",75,95.6150314456979
"509","509",75,95.6352206235764
"510","510",75,95.6546022298538
"511","511",75,95.7785035929763
"512","512",75,95.7893053957884
"513","513",75,95.8016427254042
"514","514",75,95.8136172654433
"515","515",75,95.9034656841246
"516","516",75,95.954669837166
"517","517",75,95.9554502546211
"518","518",75,95.9649518456407
"519","519",75,96.0416299152196
"520","520",75,96.1797223035203
"521","521",75,96.206765269099
"522","522",75,96.373391913769
"523","523",75,96.398702781546
"524","524",75,96.4357802640588
"525","525",75,96.4409774086286
"526","526",75,96.4861334991524
"527","527",75,96.4973298523915
"528","528",75,96.5470338136017
"529","529",75,96.6635558718391
"530","530",75,96.7298293744525
"531","531",75,96.9004757169226
"532","532",75,96.981500647179
"533","533",75,96.9841078291469
"534","534",75,97.0221156216349
"535","535",75,97.160193196292
"536","536",75,97.1661016875516
"537","537",75,97.1838194611487
"538","538",75,97.1987775283581
"539","539",75,97.2190701060757
"540","540",75,97.2328383700198
"541","541",75,97.2684822100095
"542","542",75,97.3181877713382
"543","543",75,97.4270156967122
"544","544",75,97.4357137200114
"545","545",75,97.509935957273
"546","546",75,97.7077900803521
"547","547",75,97.7464442400938
"548","548",75,97.751617013279
"549","549",75,97.7577355803844
"550","550",75,97.7587668245662
"551","551",75,97.8158229078444
"552","552",75,97.9949590050278
"553","553",75,98.2814949095334
"554","554",75,98.4443570785346
"555","555",75,98.5079726414393
"556","556",75,98.5686714114665
"557","557",75,98.6366080890247
"558","558",75,98.728501872143
"559","559",75,98.7419750554252
"560","560",75,98.8960671611159
"561","561",75,98.9265745892908
"562","562",75,98.9406200391935
"563","563",75,99.0072404580901
"564","564",75,99.0884171135044
"565","565",75,99.126208090732
"566","566",75,99.1467694650612
"567","567",75,99.1773087098446
"568","568",75,99.4084108336615
"569","569",75,99.4304566151346
"570","570",75,99.465245924414
"571","571",75,99.5238678230413
"572","572",75,99.7680863494045
"573","573",75,99.7726615251074
"574","574",75,99.7845670312535
"575","575",75,99.8414083223111
"576","576",75,99.917000755437
"577","577",75,99.9803535349381
"578","578",75,100.069904758295
"579","579",75,100.095219091642
"580","580",75,100.200076005162
"581","581",75,100.316115089205
"582","582",75,100.396570761442
"583","583",75,100.430178434897
"584","584",75,100.462938660856
"585","585",75,100.46297874739
"586","586",75,100.478608567162
"587","587",75,100.494365631046
"588","588",75,100.513500675214
"589","589",75,100.522230915579
"590","590",75,100.544809334541
"591","591",75,100.84893778591
"592","592",75,100.856491498368
"593","593",75,100.88732963137
"594","594",75,100.909193743746
"595","595",75,100.943356598761
"596","596",75,101.026046794568
"597","597",75,101.091950293109
"598","598",75,101.122782166829
"599","599",75,101.215952089286
"600","600",75,101.223762757689
"601","601",75,101.273604826275
"602","602",75,101.322259312508
"603","603",75,101.491873208236
"604","604",75,101.498951396611
"605","605",75,101.5945184146
"606","606",75,101.745733406943
"607","607",75,101.82917161812
"608","608",75,101.864681543637
"609","609",75,101.969177465332
"610","610",75,101.973654695138
"611","611",75,102.111062868756
"612","612",75,102.140036258087
"613","613",75,102.19463106167
"614","614",75,102.235418840382
"615","615",75,102.263871144368
"616","616",75,102.264163596759
"617","617",75,102.266517643612
"618","618",75,102.267700177524
"619","619",75,102.284199329557
"620","620",75,102.285255934733
"621","621",75,102.303789132431
"622","622",75,102.356161966016
"623","623",75,102.416628386492
"624","624",75,102.425543858888
"625","625",75,102.512639299406
"626","626",75,102.574161508648
"627","627",75,102.629149620962
"628","628",75,102.654954172315
"629","629",75,102.707229925614
"630","630",75,102.711611528973
"631","631",75,102.835447883313
"632","632",75,102.875129164478
"633","633",75,102.959430791103
"634","634",75,102.963120439669
"635","635",75,103.023824106567
"636","636",75,103.036031323248
"637","637",75,103.038099826077
"638","638",75,103.273817013764
"639","639",75,103.337498447325
"640","640",75,103.372172984308
"641","641",75,103.411426733593
"642","642",75,103.475924070383
"643","643",75,103.571572651623
"644","644",75,103.686429656149
"645","645",75,103.880322880462
"646","646",75,103.928656862651
"647","647",75,103.947275905192
"648","648",75,104.078747178868
"649","649",75,104.356357268711
"650","650",75,104.415146342595
"651","651",75,104.442086770779
"652","652",75,104.470759709358
"653","653",75,104.650201638086
"654","654",75,104.678172303936
"655","655",75,104.709901106648
"656","656",75,104.842031310024
"657","657",75,104.900224930129
"658","658",75,104.92182170415
"659","659",75,104.934835785666
"660","660",75,105.030847124805
"661","661",75,105.155582741939
"662","662",75,105.160308667459
"663","663",75,105.255823704008
"664","664",75,105.287672946804
"665","665",75,105.643824993574
"666","666",75,105.78748831239
"667","667",75,105.788532336057
"668","668",75,105.814521515727
"669","669",75,105.928252280919
"670","670",75,105.979489038283
"671","671",75,106.026192968853
"672","672",75,106.072780559144
"673","673",75,106.106903957359
"674","674",75,106.192934383406
"675","675",75,106.225045776751
"676","676",75,106.229892451061
"677","677",75,106.282812133248
"678","678",75,106.309152887124
"679","679",75,106.33990694363
"680","680",75,106.369150386061
"681","681",75,106.429959468408
"682","682",75,106.486617290981
"683","683",75,106.664586975909
"684","684",75,106.95035220492
"685","685",75,106.986655797611
"686","686",75,107.097879672615
"687","687",75,107.220098184214
"688","688",75,107.221558305424
"689","689",75,107.380534531619
"690","690",75,107.409929909389
"691","691",75,107.473055846563
"692","692",75,107.480612083417
"693","693",75,107.517344455352
"694","694",75,107.543832637307
"695","695",75,107.626697179736
"696","696",75,107.639724037174
"697","697",75,107.717318335331
"698","698",75,107.72746794777
"699","699",75,107.87386255591
"700","700",75,107.886276555238
"701","701",75,107.935216257769
"702","702",75,107.947879917529
"703","703",75,107.968421543385
"704","704",75,108.063549036735
"705","705",75,108.178252292773
"706","706",75,108.231458802364
"707","707",75,108.245277433899
"708","708",75,108.330099834118
"709","709",75,108.340071697352
"710","710",75,108.468647897448
"711","711",75,108.48682617939
"712","712",75,108.595673385911
"713","713",75,108.621033382133
"714","714",75,108.79505090914
"715","715",75,108.815447731611
"716","716",75,108.81888570433
"717","717",75,108.874127792321
"718","718",75,109.001576865242
"719","719",75,109.096332030911
"720","720",75,109.096686373682
"721","721",75,109.139094744769
"722","722",75,109.243105949864
"723","723",75,109.28108898788
"724","724",75,109.336942374711
"725","725",75,109.417952904884
"726","726",75,109.482067742771
"727","727",75,109.554965945934
"728","728",75,109.621296706683
"729","729",75,109.638018407245
"730","730",75,109.649201149616
"731","731",75,109.666578649476
"732","732",75,109.667128722992
"733","733",75,109.692307673413
"734","734",75,109.777187504272
"735","735",75,109.796750229629
"736","736",75,109.802176680139
"737","737",75,109.820952621467
"738","738",75,109.890326770087
"739","739",75,110.029491796123
"740","740",75,110.189986817616
"741","741",75,110.363248655573
"742","742",75,110.378367425122
"743","743",75,110.413393510688
"744","744",75,110.433540728795
"745","745",75,110.447071968092
"746","746",75,110.558691443952
"747","747",75,110.627692066809
"748","748",75,110.696250785957
"749","749",75,110.708125243019
"750","750",75,110.718534381983
"751","751",75,110.72643651018
"752","752",75,110.72914578068
"753","753",75,110.792131494377
"754","754",75,110.810574240625
"755","755",75,110.846100098679
"756","756",75,110.861123723255
"757","757",75,110.92681039287
"758","758",75,110.965882720017
"759","759",75,111.133493816974
"760","760",75,111.165028153218
"761","761",75,111.185971164593
"762","762",75,111.220501068515
"763","763",75,111.30017017019
"764","764",75,111.304699576655
"765","765",75,111.307875612046
"766","766",75,111.313237924627
"767","767",75,111.459663230664
"768","768",75,111.616087583772
"769","769",75,111.677640441347
"770","770",75,111.701409631137
"771","771",75,111.74767195486
"772","772",75,111.904770030962
"773","773",75,112.025106983222
"774","774",75,112.068021741892
"775","775",75,112.081857926104
"776","776",75,112.101249406338
"777","777",75,112.207598996957
"778","778",75,112.291649756093
"779","779",75,112.29180993495
"780","780",75,112.37849721683
"781","781",75,112.391563195889
"782","782",75,112.454465716689
"783","783",75,112.463184481971
"784","784",75,112.5096776957
"785","785",75,112.529130925569
"786","786",75,112.548222707118
"787","787",75,112.588343514277
"788","788",75,112.693168373081
"789","789",75,112.808458497879
"790","790",75,112.930283826424
"791","791",75,112.989782571547
"792","792",75,113.083738665171
"793","793",75,113.145518227948
"794","794",75,113.173435299578
"795","795",75,113.212814810145
"796","796",75,113.247119825912
"797","797",75,113.534984359178
"798","798",75,113.537336527108
"799","799",75,113.538968098935
"800","800",75,113.565459750877
"801","801",75,113.717337646643
"802","802",75,113.762878360619
"803","803",75,113.800608502913
"804","804",75,113.832508716238
"805","805",75,113.987882170212
"806","806",75,114.012843790158
"807","807",75,114.069869485858
"808","808",75,114.095293664455
"809","809",75,114.156139355436
"810","810",75,114.164992289351
"811","811",75,114.191057406303
"812","812",75,114.213499387373
"813","813",75,114.217472754667
"814","814",75,114.259850588253
"815","815",75,114.303667239346
"816","816",75,114.311435298883
"817","817",75,114.318595093167
"818","818",75,114.348396033293
"819","819",75,114.392199069131
"820","820",75,114.395081281034
"821","821",75,114.401395944243
"822","822",75,114.446489187864
"823","823",75,114.513546437852
"824","824",75,114.553435837815
"825","825",75,114.572384574427
"826","826",75,114.602994511575
"827","827",75,114.778027948488
"828","828",75,114.875038870908
"829","829",75,114.891000248423
"830","830",75,114.894326372123
"831","831",75,114.925916841191
"832","832",75,114.940895244451
"833","833",75,114.956681233659
"834","834",75,115.021105052342
"835","835",75,115.157073535207
"836","836",75,115.206187240777
"837","837",75,115.332669566964
"838","838",75,115.336564169878
"839","839",75,115.361539339224
"840","840",75,115.511143666193
"841","841",75,115.592862603988
"842","842",75,115.629871067229
"843","843",75,115.664055541715
"844","844",75,115.670613952485
"845","845",75,115.677502981287
"846","846",75,115.814853281574
"847","847",75,115.845209424507
"848","848",75,115.990333108498
"849","849",75,116.197439958015
"850","850",75,116.224814918472
"851","851",75,116.238009691056
"852","852",75,116.388320307091
"853","853",75,116.437926269329
"854","854",75,116.447053397758
"855","855",75,116.449632158797
"856","856",75,116.5279549906
"857","857",75,116.562072860583
"858","858",75,116.57274732593
"859","859",75,116.624722363005
"860","860",75,116.660519546612
"861","861",75,116.766112607305
"862","862",75,116.787216239649
"863","863",75,116.837778488338
"864","864",75,116.863207936185
"865","865",75,116.951536301277
"866","866",75,116.971000550673
"867","867",75,117.001313773853
"868","868",75,117.056894932831
"869","869",75,117.125331201309
"870","870",75,117.135384722886
"871","871",75,117.147071516531
"872","872",75,117.337644618514
"873","873",75,117.458963460808
"874","874",75,117.507628006811
"875","875",75,117.521572841119
"876","876",75,117.615026731506
"877","877",75,117.739973427633
"878","878",75,117.832239699836
"879","879",75,117.885754743646
"880","880",75,117.891658351738
"881","881",75,117.909265063056
"882","882",75,117.948271721736
"883","883",75,117.993037301076
"884","884",75,118.040404230932
"885","885",75,118.145805622871
"886","886",75,118.219642783317
"887","887",75,118.27604565284
"888","888",75,118.303449069628
"889","889",75,118.311615465601
"890","890",75,118.378948897406
"891","891",75,118.414477571931
"892","892",75,118.420145832178
"893","893",75,118.50914816928
"894","894",75,118.519012315269
"895","895",75,118.69419970124
"896","896",75,118.69424892596
"897","897",75,118.777624923338
"898","898",75,118.788863424336
"899","899",75,118.801977144283
"900","900",75,118.902341802335
"901","901",75,118.914798912983
"902","902",75,119.026085743972
"903","903",75,119.044815866072
"904","904",75,119.190157677873
"905","905",75,119.417593430204
"906","906",75,119.422109052506
"907","907",75,119.515767280851
"908","908",75,119.57759547208
"909","909",150,119.633311960143
"910","910",150,119.671256183261
"911","911",150,119.681353813442
"912","912",150,119.720550148452
"913","913",150,119.732494711167
"914","914",150,119.753212510245
"915","915",150,119.84497824724
"916","916",150,119.980006256004
"917","917",150,120.124192890538
"918","918",150,120.271015224329
"919","919",150,120.285334812054
"920","920",150,120.436925585796
"921","921",150,120.51371814215
"922","922",150,120.530867005309
"923","923",150,120.605696833861
"924","924",150,120.612385142664
"925","925",150,120.658856497521
"926","926",150,120.820560328865
"927","927",150,121.039970782725
"928","928",150,121.056883445037
"929","929",150,121.080013472711
"930","930",150,121.212718443035
"931","931",150,121.231564259898
"932","932",150,121.303761695827
"933","933",150,121.406706129997
"934","934",150,121.4657850873
"935","935",150,121.478677294576
"936","936",150,121.506117030681
"937","937",150,121.631461076432
"938","938",150,121.714885228843
"939","939",150,121.902526046823
"940","940",150,122.034090997894
"941","941",150,122.0906598317
"942","942",150,122.197806591661
"943","943",150,122.323206340348
"944","944",150,122.32705279434
"945","945",150,122.371044908377
"946","946",150,122.37964677928
"947","947",150,122.43964328596
"948","948",150,122.510725326263
"949","949",150,122.531758455955
"950","950",150,122.555251737297
"951","951",150,122.591503246078
"952","952",150,122.673211560789
"953","953",150,122.971299917206
"954","954",150,122.984041500052
"955","955",150,123.202651350359
"956","956",150,123.332132527209
"957","957",150,123.440652243276
"958","958",150,123.491117110522
"959","959",150,123.500970723049
"960","960",150,123.638842425384
"961","961",150,123.661416769895
