cylinders,displ,hwy,make,year
8,4.3,21,Lexus,2002
8,5,22,Porsche,1986
4,2.4,27,Mitsubishi,2002
4,2.4,24,Mitsubishi,2002
6,3,26,Mitsubishi,2002
6,3,25,Mitsubishi,2002
6,3.6,24,Porsche,2002
6,3.6,24,Porsche,2002
6,3.6,22,Porsche,2002
6,3.6,21,Porsche,2002
6,3.6,22,Porsche,2002
6,3.6,21,Porsche,2002
4,1.6,24,Mitsubishi,1985
4,2.5,22,Porsche,1986
6,3.6,24,Porsche,2002
6,3.6,24,Porsche,2002
6,3.6,24,Porsche,2002
6,3.6,24,Porsche,2002
6,3.6,20,Porsche,2002
6,3.6,21,Porsche,2002
4,2,30,Acura,2002
4,2,28,Acura,2002
4,2,30,Acura,2002
6,2.5,27,BMW,2002
4,2.5,25,Porsche,1986
6,2.5,24,BMW,2002
6,3,25,BMW,2002
6,3,27,BMW,2002
6,3.2,21,BMW,2002
6,3.8,28,Chevrolet,2002
6,3.8,29,Chevrolet,2002
8,5.7,23,Chevrolet,2002
8,5.7,26,Chevrolet,2002
12,5.5,14,Ferrari,2002
12,5.5,15,Ferrari,2002
4,2.5,24,Porsche,1986
4,2,30,Ford,2002
4,2,31,Ford,2002
6,3.8,25,Ford,2002
6,3.8,27,Ford,2002
8,4.6,22,Ford,2002
8,4.6,23,Ford,2002
4,1.7,36,Honda,2002
4,1.7,40,Honda,2002
4,2,27,Hyundai,2002
4,2,28,Hyundai,2002
4,1.8,23,Volkswagen,1986
6,2.7,24,Hyundai,2002
6,2.7,24,Hyundai,2002
8,4,22,Jaguar,2002
8,4,21,Jaguar,2002
8,4.2,15,Maserati,2002
8,4.2,16,Maserati,2002
6,3.2,25,Mercedes-Benz,2002
6,3.2,24,Mercedes-Benz,2002
8,4.3,22,Mercedes-Benz,2002
8,4.3,22,Mercedes-Benz,2002
4,1.8,26,Volkswagen,1986
8,5.4,22,Mercedes-Benz,2002
8,5.4,21,Mercedes-Benz,2002
4,2.4,25,Mitsubishi,2002
4,2.4,28,Mitsubishi,2002
4,2.4,25,Mitsubishi,2002
6,3,26,Mitsubishi,2002
6,3,26,Mitsubishi,2002
4,1.5,32,Mitsubishi,2002
4,1.5,35,Mitsubishi,2002
4,1.8,30,Mitsubishi,2002
4,1.1,29,Yugo,1986
4,1.8,33,Mitsubishi,2002
6,3.8,28,Pontiac,2002
6,3.8,29,Pontiac,2002
8,5.7,23,Pontiac,2002
8,5.7,25,Pontiac,2002
8,4.6,21,Roush Performance,2002
8,4.6,23,Roush Performance,2002
4,2,27,Saab,2002
4,2,30,Saab,2002
4,2.3,26,Saab,2002
5,2.2,21,Audi,1986
4,1.9,32,Saturn,2002
4,1.9,32,Saturn,2002
4,1.9,34,Saturn,2002
4,1.9,36,Saturn,2002
4,2.5,25,Subaru,2002
4,2.5,25,Subaru,2002
4,2,24,Subaru,2002
4,2,25,Subaru,2002
4,1.6,31,Suzuki,2002
4,1.8,30,Suzuki,2002
5,2.2,23,Audi,1986
4,1.8,32,Suzuki,2002
4,2.4,28,Toyota,2002
6,3,24,Toyota,2002
4,1.8,32,Toyota,2002
4,1.8,30,Toyota,2002
4,1.8,29,Toyota,2002
4,1.8,27,Toyota,2002
4,2,27,Volkswagen,2002
4,2,28,Volkswagen,2002
4,1.8,28,Volkswagen,2002
5,2.2,20,Audi,1986
4,1.8,27,Volkswagen,2002
4,1.8,28,Volkswagen,2002
4,1.9,39,Volkswagen,2002
4,1.9,44,Volkswagen,2002
4,2,27,Volkswagen,2002
4,2,28,Volkswagen,2002
5,2.3,24,Volvo,2002
5,2.3,25,Volvo,2002
5,2.4,25,Volvo,2002
6,3.2,27,Acura,2002
4,1.8,24,Audi,1986
4,1.8,26,Audi,2002
4,1.8,29,Audi,2002
6,3,25,Audi,2002
4,1.8,26,Audi,2002
4,1.8,26,Audi,2002
6,3,23,Audi,2002
6,3,23,Audi,2002
6,2.7,22,Audi,2002
6,2.7,22,Audi,2002
6,2.5,27,BMW,2002
4,1.6,28,Mitsubishi,1985
4,1.8,28,Audi,1986
6,2.5,24,BMW,2002
6,2.5,25,BMW,2002
6,2.5,23,BMW,2002
6,3,25,BMW,2002
6,3,27,BMW,2002
6,3,23,BMW,2002
6,3,25,BMW,2002
6,2.5,27,BMW,2002
6,2.5,24,BMW,2002
6,3,24,BMW,2002
6,2.7,25,BMW,1986
6,3,27,BMW,2002
8,4.4,22,BMW,2002
8,4.4,21,BMW,2002
8,4.4,19,BMW,2002
8,4.9,19,BMW,2002
4,2.2,30,Chevrolet,2002
4,2.2,30,Chevrolet,2002
4,2.2,30,Chevrolet,2002
4,2.2,30,Chevrolet,2002
4,2.4,26,Chevrolet,2002
6,2.7,26,BMW,1986
4,2.4,29,Chevrolet,2002
4,1.8,30,Chevrolet,2002
4,1.8,36,Chevrolet,2002
4,1.8,37,Chevrolet,2002
4,2.4,26,Chrysler,2002
4,2.4,27,Chrysler,2002
6,3,26,Chrysler,2002
6,3,26,Chrysler,2002
6,3,26,Chrysler,2002
4,2.4,27,Chrysler,2002
6,3.4,20,BMW,1986
6,2.7,24,Chrysler,2002
6,2.7,25,Chrysler,2002
6,2.7,24,Chrysler,2002
4,1.6,30,Daewoo,2002
4,1.6,32,Daewoo,2002
4,1.5,33,Daewoo,2002
4,1.5,32,Daewoo,2002
4,2,28,Daewoo,2002
4,2,29,Daewoo,2002
4,2,29,Dodge,2002
6,3.4,20,BMW,1986
4,2,31,Dodge,2002
4,2.4,26,Dodge,2002
4,2.4,27,Dodge,2002
6,3,26,Dodge,2002
6,3,26,Dodge,2002
6,3,26,Dodge,2002
4,2,32,Ford,2002
4,2,29,Ford,2002
4,2,29,Ford,2002
4,2,23,Ford,2002
4,2.5,29,Chevrolet,1986
4,2,32,Ford,2002
4,2,31,Ford,2002
4,1.7,35,Honda,2002
4,1.7,34,Honda,2002
4,1.7,36,Honda,2002
4,1.7,33,Honda,2002
4,2,28,Honda,2002
4,1.5,32,Hyundai,2002
4,1.5,33,Hyundai,2002
4,1.6,32,Hyundai,2002
6,2.8,25,Chevrolet,1986
4,1.6,34,Hyundai,2002
4,2,30,Hyundai,2002
4,2,30,Hyundai,2002
4,2,28,Infiniti,2002
4,2,29,Infiniti,2002
6,2.5,24,Jaguar,2002
6,2.5,25,Jaguar,2002
6,3,23,Jaguar,2002
6,3,25,Jaguar,2002
8,4,22,Jaguar,2002
6,2.8,24,Chevrolet,1986
8,4,22,Jaguar,2002
8,4,20,Jaguar,2002
4,1.5,27,Kia,2002
4,1.5,29,Kia,2002
4,1.8,27,Kia,2002
4,1.8,29,Kia,2002
6,3,23,Lexus,2002
6,3,23,Lexus,2002
4,2,31,Mercury,2002
6,2.5,26,Mercury,2002
8,5,23,Chevrolet,1986
6,2.5,27,Mercury,2002
6,2.3,25,Mazda,2002
6,2.5,24,Mazda,2002
4,2,28,Mazda,2002
4,2,28,Mazda,2002
4,2,28,Mazda,2002
4,2.3,26,Mercedes-Benz,2002
4,2.3,26,Mercedes-Benz,2002
6,2.6,24,Mercedes-Benz,2002
6,2.6,24,Mercedes-Benz,2002
8,5,24,Chevrolet,1986
6,3.2,21,Mercedes-Benz,2002
6,3.2,23,Mercedes-Benz,2002
8,5,21,Mercedes-Benz,2002
8,5.4,20,Mercedes-Benz,2002
12,5.8,21,Mercedes-Benz,2002
4,1.6,26,Mitsubishi,2002
4,1.6,30,Mitsubishi,2002
4,2,27,Mitsubishi,2002
4,2,30,Mitsubishi,2002
4,2.5,25,Nissan,2002
4,1.6,28,Mitsubishi,1985
8,5,23,Chevrolet,1986
4,2.5,27,Nissan,2002
4,2.5,26,Nissan,2002
4,1.8,31,Nissan,2002
4,1.8,32,Nissan,2002
4,2.2,30,Oldsmobile,2002
4,2.2,30,Oldsmobile,2002
6,3.4,27,Oldsmobile,2002
4,2.2,30,Pontiac,2002
4,2.2,30,Pontiac,2002
6,3.4,27,Pontiac,2002
4,2,26,Chevrolet,1986
4,2.2,30,Pontiac,2002
4,2.2,30,Pontiac,2002
4,2.2,30,Pontiac,2002
4,2.2,30,Pontiac,2002
4,2.4,26,Pontiac,2002
4,2.4,29,Pontiac,2002
4,1.9,34,Saturn,2002
4,1.9,32,Saturn,2002
4,1.9,34,Saturn,2002
4,1.9,36,Saturn,2002
4,2,29,Chevrolet,1986
4,2.5,25,Subaru,2002
4,2.5,25,Subaru,2002
6,3,24,Subaru,2002
4,2,28,Suzuki,2002
4,2,30,Suzuki,2002
4,2.4,29,Toyota,2002
4,2.4,30,Toyota,2002
6,3,25,Toyota,2002
6,3,25,Toyota,2002
4,1.8,30,Toyota,2002
4,2,29,Chevrolet,1986
4,1.8,36,Toyota,2002
4,1.8,37,Toyota,2002
4,1.5,35,Toyota,2002
4,1.5,37,Toyota,2002
4,1.5,41,Toyota,2002
4,1.9,40,Volkswagen,2002
4,1.9,44,Volkswagen,2002
4,2,27,Volkswagen,2002
4,2,28,Volkswagen,2002
4,1.8,28,Volkswagen,2002
6,2.8,23,Chevrolet,1986
6,2.8,27,Volkswagen,2002
4,1.8,28,Volkswagen,2002
4,1.8,27,Volkswagen,2002
6,2.8,26,Volkswagen,2002
6,2.8,28,Volkswagen,2002
6,2.8,27,Volkswagen,2002
4,1.8,29,Volkswagen,2002
4,1.8,27,Volkswagen,2002
4,1.9,40,Volkswagen,2002
4,1.9,44,Volkswagen,2002
6,2.8,22,Chevrolet,1986
4,2,27,Volkswagen,2002
4,2,28,Volkswagen,2002
6,2.8,24,Volkswagen,2002
6,2.8,26,Volkswagen,2002
6,2.8,24,Volkswagen,2002
5,2.3,26,Volvo,2002
5,2.3,25,Volvo,2002
4,1.9,27,Volvo,2002
5,2.4,24,Volvo,2002
5,2.3,25,Volvo,2002
4,1.6,28,Chevrolet,1986
5,2.3,26,Volvo,2002
5,2.4,26,Volvo,2002
5,2.4,26,Volvo,2002
5,2.4,25,Volvo,2002
6,3.2,27,Acura,2002
6,3.5,22,Acura,2002
6,3,23,Audi,2002
6,2.7,22,Audi,2002
6,2.7,23,Audi,2002
6,3,23,Audi,2002
4,1.6,31,Chevrolet,1986
8,4.2,23,Audi,2002
8,4.2,23,Audi,2002
8,4.2,20,Audi,2002
8,6.8,14,Bentley,2002
6,3.1,26,Buick,2002
6,3.8,25,Buick,2002
6,3.8,27,Buick,2002
8,4.6,25,Cadillac,2002
8,4.6,25,Cadillac,2002
6,3.1,26,Chevrolet,2002
4,1.6,32,Chevrolet,1986
6,3.4,29,Chevrolet,2002
6,3.8,27,Chevrolet,2002
4,2.4,27,Chrysler,2002
6,2.7,26,Chrysler,2002
6,2.7,25,Chrysler,2002
4,2.2,25,Daewoo,2002
4,2.2,26,Daewoo,2002
4,2.4,27,Dodge,2002
6,2.7,26,Dodge,2002
6,2.7,25,Dodge,2002
4,1.8,41,Chevrolet,1986
6,2.7,25,Dodge,2002
4,2.3,28,Honda,2002
4,2.3,28,Honda,2002
4,2.3,29,Honda,2002
4,2.3,29,Honda,2002
6,3,26,Honda,2002
4,2.4,27,Hyundai,2002
4,2.4,28,Hyundai,2002
6,2.7,25,Hyundai,2002
6,2.7,25,Hyundai,2002
4,2.6,22,Mitsubishi,1985
4,1.5,31,Chevrolet,1986
6,3.5,24,Hyundai,2002
6,3.5,24,Infiniti,2002
8,4.5,23,Infiniti,2002
6,3,23,Jaguar,2002
8,4,22,Jaguar,2002
8,4,20,Jaguar,2002
8,4,22,Jaguar,2002
4,2.4,24,Kia,2002
4,2.4,26,Kia,2002
6,2.7,22,Kia,2002
4,1.5,38,Chevrolet,1986
6,2.7,23,Kia,2002
6,3,27,Lexus,2002
6,3,23,Lexus,2002
8,4.3,21,Lexus,2002
8,4.3,23,Lexus,2002
6,3,23,Lincoln,2002
8,3.9,22,Lincoln,2002
6,3,23,Lincoln,2002
6,3,23,Lincoln,2002
8,3.9,22,Lincoln,2002
3,1,39,Chevrolet,1986
6,3,25,Mercury,2002
6,3,25,Mercury,2002
4,2,25,Mazda,2002
4,2,29,Mazda,2002
6,2.5,24,Mazda,2002
6,2.5,25,Mazda,2002
6,3.2,26,Mercedes-Benz,2002
6,3.2,24,Mercedes-Benz,2002
8,4.3,23,Mercedes-Benz,2002
8,4.3,21,Mercedes-Benz,2002
3,1,45,Chevrolet,1986
8,5.4,22,Mercedes-Benz,2002
6,3.5,23,Mitsubishi,2002
6,3,25,Mitsubishi,2002
4,2.4,26,Mitsubishi,2002
6,3,25,Mitsubishi,2002
4,2.5,27,Nissan,2002
4,2.5,27,Nissan,2002
6,3.5,24,Nissan,2002
6,3.5,24,Nissan,2002
6,3.5,24,Nissan,2002
4,2.2,24,Chrysler,1986
6,3.5,26,Nissan,2002
6,3.5,25,Oldsmobile,2002
8,4,24,Oldsmobile,2002
6,3.5,27,Oldsmobile,2002
6,3.8,25,Pontiac,2002
6,3.1,26,Pontiac,2002
6,3.8,27,Pontiac,2002
12,5.4,15,Rolls-Royce,2002
4,2,27,Saab,2002
4,2,30,Saab,2002
4,2.2,22,Chrysler,1986
4,2.3,26,Saab,2002
4,2.3,27,Saab,2002
4,2.3,26,Saab,2002
4,2.3,28,Saab,2002
4,2.3,28,Saab,2002
6,3,24,Saab,2002
4,2.2,30,Saturn,2002
4,2.2,30,Saturn,2002
6,3,26,Saturn,2002
4,2.4,29,Toyota,2002
4,2.2,32,Chrysler,1986
4,2.4,30,Toyota,2002
6,3,26,Toyota,2002
4,1.8,28,Volkswagen,2002
4,1.8,28,Volkswagen,2002
6,2.8,26,Volkswagen,2002
6,2.8,25,Volkswagen,2002
6,2.9,23,Volvo,2002
6,2.9,23,Volvo,2002
8,4.2,23,Audi,2002
8,4.4,24,BMW,2002
4,2.2,26,Chrysler,1986
8,4.4,24,BMW,2002
6,3.8,27,Buick,2002
6,3.8,25,Buick,2002
6,3.8,27,Buick,2002
8,4.6,25,Cadillac,2002
8,4.6,20,Cadillac,2002
6,3.8,26,Chevrolet,2002
6,3.4,29,Chevrolet,2002
6,3.8,27,Chevrolet,2002
6,3.5,24,Chrysler,2002
4,2.5,23,Chrysler,1986
6,2.7,26,Chrysler,2002
6,3.5,24,Chrysler,2002
6,2.7,26,Dodge,2002
6,2.7,25,Dodge,2002
6,3.5,24,Dodge,2002
6,3.5,24,Dodge,2002
8,4.6,23,Ford,2002
6,3,25,Ford,2002
6,3,25,Ford,2002
8,4.6,23,Lincoln,2002
4,2.5,29,Chrysler,1986
8,4.6,23,Mercury,2002
8,4.6,21,Lincoln,2002
8,4.3,22,Mercedes-Benz,2002
8,5,21,Mercedes-Benz,2002
8,5.4,20,Mercedes-Benz,2002
12,5.8,21,Mercedes-Benz,2002
6,3.8,25,Pontiac,2002
6,3.8,27,Pontiac,2002
12,5.4,15,Rolls-Royce,2002
6,3,27,Toyota,2002
4,2.6,22,Mitsubishi,1985
4,2.2,24,Chrysler,1986
4,1.8,26,Audi,2002
4,1.8,26,Audi,2002
6,3,23,Audi,2002
6,3,23,Audi,2002
6,2.7,22,Audi,2002
6,2.7,22,Audi,2002
6,2.5,27,BMW,2002
6,2.5,24,BMW,2002
6,2.5,24,BMW,2002
6,2.5,23,BMW,2002
4,2.2,22,Chrysler,1986
6,2.5,24,BMW,2002
6,2.5,24,BMW,2002
8,4.4,19,BMW,2002
4,2,28,Daewoo,2002
4,2,28,Daewoo,2002
6,3.2,23,Mercedes-Benz,2002
4,2.5,25,Subaru,2002
4,2.5,25,Subaru,2002
4,2,24,Subaru,2002
4,2,25,Subaru,2002
4,2.2,26,Chrysler,1986
4,2,28,Suzuki,2002
4,2,29,Suzuki,2002
4,1.6,30,Suzuki,2002
4,1.8,30,Suzuki,2002
4,1.8,31,Suzuki,2002
4,1.8,29,Volkswagen,2002
4,1.8,27,Volkswagen,2002
4,1.9,40,Volkswagen,2002
4,1.9,45,Volkswagen,2002
4,2,26,Volkswagen,2002
4,2.5,23,Chrysler,1986
4,2,29,Volkswagen,2002
6,2.8,24,Volkswagen,2002
6,2.8,26,Volkswagen,2002
4,1.9,27,Volvo,2002
6,3,23,Audi,2002
8,4.2,19,Audi,2002
4,2,29,Ford,2002
4,2,29,Ford,2002
4,2,32,Ford,2002
4,2,31,Ford,2002
4,1.6,27,Nissan,1986
6,3,24,Ford,2002
6,3,24,Ford,2002
6,3,21,Lexus,2002
6,3,21,Lexus,2002
6,3,24,Mercury,2002
6,3,24,Mercury,2002
6,3.2,25,Mercedes-Benz,2002
6,3.2,24,Mercedes-Benz,2002
4,2.3,26,Saab,2002
4,2.3,25,Saab,2002
4,1.6,35,Nissan,1986
4,2.3,28,Saab,2002
4,2.3,27,Saab,2002
6,3,24,Saab,2002
4,2.2,30,Saturn,2002
4,2.2,29,Saturn,2002
6,3,26,Saturn,2002
4,2.5,25,Subaru,2002
4,2.5,25,Subaru,2002
6,3,24,Subaru,2002
4,1.8,28,Volkswagen,2002
4,1.6,27,Nissan,1986
4,1.8,28,Volkswagen,2002
6,2.8,26,Volkswagen,2002
6,2.8,25,Volkswagen,2002
6,2.8,24,Volkswagen,2002
5,2.3,25,Volvo,2002
5,2.3,24,Volvo,2002
5,2.4,26,Volvo,2002
5,2.4,25,Volvo,2002
5,2.4,25,Volvo,2002
5,2.4,24,Volvo,2002
4,1.6,35,Nissan,1986
6,4.3,20,Chevrolet,2002
6,4.3,20,Chevrolet,2002
6,4.3,20,GMC,2002
6,4.3,20,GMC,2002
6,4.3,19,Chevrolet,2002
8,5.3,17,Chevrolet,2002
6,4.3,18,Chevrolet,2002
8,4.8,18,Chevrolet,2002
8,4.8,19,Chevrolet,2002
8,5.3,17,Chevrolet,2002
4,1.7,45,Nissan,1986
4,2.5,22,Dodge,2002
6,3.9,18,Dodge,2002
6,3.9,20,Dodge,2002
8,4.7,18,Dodge,2002
8,4.7,19,Dodge,2002
8,5.9,15,Dodge,2002
6,3.7,18,Dodge,2002
6,3.7,19,Dodge,2002
8,4.7,18,Dodge,2002
8,4.7,17,Dodge,2002
4,1.8,24,Nissan,1986
8,5.9,16,Dodge,2002
6,4,19,Ford,2002
6,4,20,Ford,2002
6,4.2,19,Ford,2002
8,4.6,19,Ford,2002
8,5.4,15,Ford,2002
6,4.2,19,Ford,2002
8,4.6,18,Ford,2002
8,5.4,18,Ford,2002
4,2.3,23,Ford,2002
4,2.6,22,Mitsubishi,1985
4,2,26,Nissan,1986
4,2.3,25,Ford,2002
6,3,20,Ford,2002
6,3,21,Ford,2002
6,4,20,Ford,2002
6,4,20,Ford,2002
6,4.3,19,GMC,2002
8,5.3,17,GMC,2002
6,4.3,18,GMC,2002
8,4.8,18,GMC,2002
8,4.8,19,GMC,2002
4,2,24,Nissan,1986
8,5.3,17,GMC,2002
8,5.4,15,Lincoln,2002
4,2.3,23,Mazda,2002
4,2.3,25,Mazda,2002
6,3,20,Mazda,2002
6,3,21,Mazda,2002
6,4,20,Mazda,2002
6,4,20,Mazda,2002
4,2.4,22,Nissan,2002
4,2.4,23,Nissan,2002
6,3,23,Nissan,1986
6,3.3,18,Nissan,2002
6,3.3,17,Nissan,2002
6,3.3,17,Nissan,2002
6,3.3,17,Nissan,2002
4,2.4,23,Toyota,2002
4,2.4,25,Toyota,2002
4,2.7,20,Toyota,2002
6,3.4,18,Toyota,2002
6,3.4,21,Toyota,2002
6,3.4,18,Toyota,2002
6,3,24,Nissan,1986
6,3.4,18,Toyota,2002
8,4.7,17,Toyota,2002
8,5.3,16,Chevrolet,2002
6,4.3,17,Chevrolet,2002
6,4.3,16,Chevrolet,2002
8,4.8,16,Chevrolet,2002
8,4.8,16,Chevrolet,2002
8,5.3,16,Chevrolet,2002
6,4.3,18,Chevrolet,2002
6,4.3,16,Chevrolet,2002
4,1.6,35,Dodge,1986
6,3.9,16,Dodge,2002
6,3.9,18,Dodge,2002
8,4.7,16,Dodge,2002
8,4.7,17,Dodge,2002
8,5.9,15,Dodge,2002
8,4.7,16,Dodge,2002
8,4.7,16,Dodge,2002
8,5.9,14,Dodge,2002
6,4,18,Ford,2002
6,4,18,Ford,2002
4,1.6,30,Dodge,1986
8,4.6,17,Ford,2002
6,4.2,18,Ford,2002
6,4.2,18,Ford,2002
8,4.6,17,Ford,2002
8,5.4,16,Ford,2002
6,4,17,Ford,2002
6,3,17,Ford,2002
6,3,20,Ford,2002
6,4,18,Ford,2002
8,5.3,16,GMC,2002
4,2.2,27,Dodge,1986
6,4.3,17,GMC,2002
6,4.3,16,GMC,2002
8,4.8,16,GMC,2002
8,4.8,16,GMC,2002
8,5.3,16,GMC,2002
8,6,14,GMC,2002
6,4.3,18,GMC,2002
6,4.3,16,GMC,2002
6,3,17,Mazda,2002
6,3,20,Mazda,2002
4,2.2,33,Dodge,1986
6,4,17,Mazda,2002
6,4,18,Mazda,2002
6,3.3,18,Nissan,2002
6,3.3,17,Nissan,2002
6,3.3,17,Nissan,2002
6,3.3,17,Nissan,2002
4,2.7,19,Toyota,2002
4,2.7,20,Toyota,2002
6,3.4,17,Toyota,2002
6,3.4,18,Toyota,2002
4,2.2,27,Dodge,1986
6,3.4,16,Toyota,2002
6,3.4,16,Toyota,2002
8,4.7,16,Toyota,2002
6,4.3,20,Chevrolet,2002
6,4.3,18,Chevrolet,2002
6,4.3,17,Chevrolet,2002
8,5,17,Chevrolet,2002
8,5.7,16,Chevrolet,2002
6,3.9,15,Dodge,2002
8,5.9,16,Dodge,2002
4,2.2,25,Dodge,1986
6,3.9,15,Dodge,2002
8,5.9,16,Dodge,2002
8,4.6,19,Ford,2002
6,4.2,17,Ford,2002
8,5.4,18,Ford,2002
6,4.2,17,Ford,2002
8,5.4,17,Ford,2002
6,4.3,17,GMC,2002
8,5,17,GMC,2002
8,5.7,16,GMC,2002
4,1.5,48,Honda,1985
4,2.6,22,Mitsubishi,1985
4,1.5,29,Dodge,1986
6,4.3,20,GMC,2002
6,4.3,18,GMC,2002
6,4.3,18,Chevrolet,2002
6,4.3,17,Chevrolet,2002
6,4.3,16,Chevrolet,2002
8,5,17,Chevrolet,2002
8,5.7,16,Chevrolet,2002
6,3.9,15,Dodge,2002
8,5.9,16,Dodge,2002
6,4.2,17,Ford,2002
4,1.5,37,Dodge,1986
8,4.6,17,Ford,2002
8,5.4,16,Ford,2002
6,4.3,16,GMC,2002
8,5,17,GMC,2002
8,5.7,16,GMC,2002
6,4.3,18,GMC,2002
6,4.3,17,GMC,2002
6,2.8,18,Volkswagen,2002
6,3.4,24,Chevrolet,2002
4,2.4,23,Chrysler,2002
4,1.5,35,Dodge,1986
4,2.4,24,Chrysler,2002
6,3.8,22,Chrysler,2002
4,2.4,23,Dodge,2002
4,2.4,24,Dodge,2002
6,3.8,22,Dodge,2002
6,3.8,22,Dodge,2002
6,3.8,21,Ford,2002
6,3.8,21,Ford,2002
6,3.5,23,Honda,2002
6,3.5,18,Kia,2002
4,1.6,24,Dodge,1986
6,3,23,Mazda,2002
6,3.3,21,Mercury,2002
6,3.3,21,Nissan,2002
6,3.4,24,Oldsmobile,2002
6,3.4,24,Pontiac,2002
6,3,23,Toyota,2002
6,2.8,18,Volkswagen,2002
6,3.4,22,Chevrolet,2002
6,3.8,21,Chrysler,2002
6,3.8,21,Dodge,2002
4,1.6,28,Dodge,1986
6,3.8,21,Dodge,2002
6,3.4,22,Oldsmobile,2002
6,3.4,22,Pontiac,2002
6,3.4,24,Buick,2002
8,5.3,17,Cadillac,2002
6,4.3,20,Chevrolet,2002
6,4.3,20,Chevrolet,2002
8,5.3,17,Chevrolet,2002
8,5.3,17,Chevrolet,2002
8,4.8,18,Chevrolet,2002
4,2.6,22,Dodge,1986
8,5.3,17,Chevrolet,2002
4,2,24,Chevrolet,2002
4,2,24,Chevrolet,2002
4,2,24,Chevrolet,2002
4,2,24,Chevrolet,2002
6,2.5,19,Chevrolet,2002
6,4.2,20,Chevrolet,2002
6,4.2,19,Chevrolet,2002
4,2.4,23,Chrysler,2002
4,2.4,27,Chrysler,2002
4,2.6,22,Dodge,1986
8,4.7,18,Dodge,2002
8,4.7,17,Dodge,2002
8,5.9,16,Dodge,2002
4,2,25,Ford,2002
6,3,23,Ford,2002
8,4.6,19,Ford,2002
8,5.4,17,Ford,2002
6,4,19,Ford,2002
6,4,20,Ford,2002
8,4.6,18,Ford,2002
4,2.2,24,Dodge,1986
6,4,20,Ford,2002
6,4,20,Ford,2002
8,4.8,18,GMC,2002
8,5.3,17,GMC,2002
8,5.3,17,GMC,2002
6,4.2,20,GMC,2002
6,4.2,19,GMC,2002
6,4.3,20,GMC,2002
6,4.3,20,GMC,2002
4,2.4,26,Honda,2002
4,2.2,22,Dodge,1986
6,3.2,20,Honda,2002
6,3.2,19,Honda,2002
4,2.4,24,Hyundai,2002
4,2.4,25,Hyundai,2002
6,2.7,23,Hyundai,2002
6,3.5,18,Infiniti,2002
6,3.5,19,Isuzu,2002
6,3.2,20,Isuzu,2002
6,3.2,19,Isuzu,2002
4,2.2,20,Isuzu,2002
4,2.2,32,Dodge,1986
4,2.2,21,Isuzu,2002
6,3.2,19,Isuzu,2002
4,2.2,20,Isuzu,2002
4,2.2,21,Isuzu,2002
6,3.5,18,Isuzu,2002
6,4,19,Jeep,2002
8,4.7,18,Jeep,2002
6,3.7,19,Jeep,2002
6,3.7,20,Jeep,2002
4,2,20,Kia,2002
4,2.6,22,Mitsubishi,1985
4,2.2,26,Dodge,1986
4,2,21,Kia,2002
8,5.4,15,Lincoln,2002
4,2,25,Mazda,2002
6,3,23,Mazda,2002
6,4,19,Mercury,2002
8,4.6,18,Mercury,2002
6,3,21,Mitsubishi,2002
6,3.5,20,Mitsubishi,2002
4,2.4,21,Mitsubishi,2002
4,2.4,22,Mitsubishi,2002
4,2.5,23,Dodge,1986
6,3,21,Mitsubishi,2002
6,3.3,18,Nissan,2002
6,3.5,18,Nissan,2002
6,3.5,18,Nissan,2002
4,2.4,22,Nissan,2002
6,3.3,19,Nissan,2002
6,3.3,18,Nissan,2002
6,3.3,17,Nissan,2002
6,3.3,18,Nissan,2002
6,4.2,20,Oldsmobile,2002
4,2.5,29,Dodge,1986
6,3.4,24,Pontiac,2002
4,2.2,26,Saturn,2002
4,2.2,26,Saturn,2002
6,2.5,19,Suzuki,2002
6,2.5,20,Suzuki,2002
6,2.7,18,Suzuki,2002
6,2.7,19,Suzuki,2002
4,2,23,Suzuki,2002
4,2,24,Suzuki,2002
4,2,23,Suzuki,2002
4,2.2,24,Dodge,1986
4,2,23,Suzuki,2002
6,3.4,18,Toyota,2002
4,2.4,25,Toyota,2002
6,3,21,Toyota,2002
4,2,26,Toyota,2002
4,2,28,Toyota,2002
8,4.7,17,Toyota,2002
6,3.5,21,Acura,2002
6,2.7,19,Audi,2002
6,2.7,19,Audi,2002
4,2.2,22,Dodge,1986
6,3,19,BMW,2002
6,3,19,BMW,2002
8,4.4,16,BMW,2002
8,4.6,16,BMW,2002
6,3.4,22,Buick,2002
8,6,14,Cadillac,2002
8,6,14,Cadillac,2002
6,4.3,18,Chevrolet,2002
6,4.3,16,Chevrolet,2002
8,5.3,15,Chevrolet,2002
4,2.2,26,Dodge,1986
8,5.3,15,Chevrolet,2002
8,4.8,16,Chevrolet,2002
8,5.3,16,Chevrolet,2002
4,2,23,Chevrolet,2002
4,2,23,Chevrolet,2002
4,2,23,Chevrolet,2002
4,2,23,Chevrolet,2002
6,2.5,19,Chevrolet,2002
6,2.5,19,Chevrolet,2002
4,2,23,Chevrolet,2002
4,2.5,23,Dodge,1986
4,2,23,Chevrolet,2002
6,4.2,20,Chevrolet,2002
6,4.2,19,Chevrolet,2002
8,4.7,16,Dodge,2002
8,4.7,16,Dodge,2002
8,5.9,15,Dodge,2002
4,2,23,Ford,2002
6,3,22,Ford,2002
8,4.6,16,Ford,2002
8,5.4,15,Ford,2002
4,1.6,28,Ford,1986
6,4,18,Ford,2002
